 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 
  2973   26.323            -322            -319             -81;
  2974   26.332            -307            -306             -78;
  2975   26.341            -291            -292             -74;
  2976   26.350            -275            -278             -71;
  2977   26.359            -258            -263             -67;
  2978   26.368            -241            -248             -63;
  2979   26.377            -224            -232             -59;
  2980   26.385            -206            -216             -55;
  2981   26.394            -188            -199             -51;
  2982   26.403            -170            -182             -46;
  2983   26.412            -151            -165             -42;
  2984   26.421            -133            -148             -38;
  2985   26.430            -114            -131             -34;
  2986   26.439             -95            -113             -29;
  2987   26.447             -76             -96             -25;
  2988   26.456             -56             -78             -20;
  2989   26.465             -37             -61             -16;
  2990   26.474             -17             -43             -11;
  2991   26.483               2             -25              -7;
  2992   26.492              22              -7              -2;
  2993   26.501              41              10               2;
  2994   26.509              61              28               7;
  2995   26.518              80              46              11;
  2996   26.527              99              63              16;
  2997   26.536             119              81              20;
  2998   26.545             138              98              25;
  2999   26.554             157             115              29;
  3000   26.563             175             133              33;
  3001   26.571             194             150              38;
  3002   26.580             212             167              42;
  3003   26.589             230             184              46;
  3004   26.598             247             201              51;
  3005   26.607             265             218              55;
  3006   26.616             281             234              59;
  3007   26.624             298             250              63;
  3008   26.633             314             266              67;
  3009   26.642             330             282              71;
  3010   26.651             345             297              75;
  3011   26.660             359             312              79;
  3012   26.669             373             327              83;
  3013   26.678             387             341              86;
  3014   26.686             400             354              90;
  3015   26.695             412             367              93;
  3016   26.704             424             380              96;
  3017   26.713             435             391              99;
  3018   26.722             445             403             102;
  3019   26.731             454             413             105;
  3020   26.740             463             423             107;
  3021   26.748             471             432             110;
  3022   26.757             478             440             112;
  3023   26.766             484             447             114;
  3024   26.775             489             453             115;
  3025   26.784             493             459             117;
  3026   26.793             496             463             118;
  3027   26.802             499             467             118;
  3028   26.810             500             469             119;
  3029   26.819             500             471             120;
  3030   26.828             499             471             120;
  3031   26.837             497             471             120;
  3032   26.846             494             471             120;
  3033   26.855             490             470             120;
  3034   26.864             485             467             120;
  3035   26.872             479             464             120;
  3036   26.881             472             460             119;
  3037   26.890             465             456             118;
  3038   26.899             456             451             116;
  3039   26.908             447             445             115;
  3040   26.917             436             439             113;
  3041   26.926             425             432             111;
  3042   26.934             414             424             110;
  3043   26.943             401             415             107;
  3044   26.952             388             406             105;
  3045   26.961             374             396             102;
  3046   26.970             360             385              99;
  3047   26.979             345             373              96;
  3048   26.988             329             360              93;
  3049   26.996             313             347              90;
  3050   27.005             296             333              86;
  3051   27.014             279             318              82;
  3052   27.023             261             302              79;
  3053   27.032             243             286              74;
  3054   27.041             225             269              70;
  3055   27.049             206             252              66;
  3056   27.058             187             234              61;
  3057   27.067             167             216              56;
  3058   27.076             147             197              52;
  3059   27.085             127             178              47;
  3060   27.094             107             159              42;
  3061   27.103              87             139              37;
  3062   27.111              66             119              32;
  3063   27.120              45              99              27;
  3064   27.129              24              79              22;
  3065   27.138               4              59              16;
  3066   27.147             -17              39              11;
  3067   27.156             -38              18               6;
  3068   27.165             -59              -2               1;
  3069   27.173             -80             -22              -4;
  3070   27.182            -100             -42              -9;
  3071   27.191            -121             -62             -14;
  3072   27.200            -141             -82             -19;
  3073   27.209            -161            -101             -24;
  3074   27.218            -181            -121             -29;
  3075   27.227            -201            -140             -34;
  3076   27.235            -220            -159             -39;
  3077   27.244            -239            -177             -43;
  3078   27.253            -258            -195             -48;
  3079   27.262            -276            -213             -52;
  3080   27.271            -294            -231             -57;
  3081   27.280            -311            -247             -61;
  3082   27.289            -328            -264             -65;
  3083   27.297            -344            -280             -69;
  3084   27.306            -359            -295             -73;
  3085   27.315            -374            -310             -77;
  3086   27.324            -389            -325             -81;
  3087   27.333            -402            -338             -84;
  3088   27.342            -415            -351             -87;
  3089   27.351            -427            -364             -90;
  3090   27.359            -439            -375             -93;
  3091   27.368            -449            -386             -96;
  3092   27.377            -459            -397             -99;
  3093   27.386            -468            -406            -101;
  3094   27.395            -475            -415            -104;
  3095   27.404            -482            -423            -105;
  3096   27.413            -488            -430            -107;
  3097   27.421            -493            -435            -109;
  3098   27.430            -496            -440            -110;
  3099   27.439            -499            -444            -111;
  3100   27.448            -500            -447            -112;
  3101   27.457            -500            -449            -112;
  3102   27.466            -499            -450            -113;
  3103   27.474            -496            -450            -113;
  3104   27.483            -493            -448            -113;
  3105   27.492            -488            -446            -113;
  3106   27.501            -482            -442            -113;
  3107   27.510            -476            -438            -111;
  3108   27.519            -468            -433            -110;
  3109   27.528            -459            -428            -109;
  3110   27.536            -449            -421            -107;
  3111   27.545            -438            -414            -105;
  3112   27.554            -427            -406            -103;
  3113   27.563            -414            -397            -101;
  3114   27.572            -401            -387             -98;
  3115   27.581            -387            -377             -96;
  3116   27.590            -372            -365             -93;
  3117   27.598            -357            -353             -90;
  3118   27.607            -340            -340             -86;
  3119   27.616            -324            -326             -83;
  3120   27.625            -306            -312             -79;
  3121   27.634            -288            -296             -75;
  3122   27.643            -269            -280             -71;
  3123   27.652            -250            -264             -67;
  3124   27.660            -231            -247             -63;
  3125   27.669            -211            -229             -58;
  3126   27.678            -190            -211             -54;
  3127   27.687            -170            -193             -49;
  3128   27.696            -149            -174             -44;
  3129   27.705            -127            -154             -39;
  3130   27.714            -106            -134             -34;
  3131   27.722             -84            -114             -29;
  3132   27.731             -62             -94             -24;
  3133   27.740             -40             -73             -19;
  3134   27.749             -18             -52             -14;
  3135   27.758               4             -31              -8;
  3136   27.767              27             -10              -3;
  3137   27.776              49              11               2;
  3138   27.784              71              32               8;
  3139   27.793              93              54              13;
  3140   27.802             115              75              19;
  3141   27.811             137              96              24;
  3142   27.820             158             116              29;
  3143   27.829             179             137              34;
  3144   27.838             200             158              40;
  3145   27.846             221             178              45;
  3146   27.855             241             198              50;
  3147   27.864             261             217              55;
  3148   27.873             280             237              60;
  3149   27.882             299             256              65;
  3150   27.891             317             274              69;
  3151   27.899             334             292              74;
  3152   27.908             351             310              78;
  3153   27.917             368             327              83;
  3154   27.926             383             343              87;
  3155   27.935             398             359              91;
  3156   27.944             412             374              95;
  3157   27.953             425             388              98;
  3158   27.961             437             401             102;
  3159   27.970             448             414             105;
  3160   27.979             459             425             108;
  3161   27.988             468             436             111;
  3162   27.997             476             446             113;
  3163   28.006             483             455             115;
  3164   28.015             489             462             117;
  3165   28.023             494             469             119;
  3166   28.032             497             475             121;
  3167   28.041             499             479             122;
  3168   28.050             500             483             123;
  3169   28.059             499             485             123;
  3170   28.068             497             486             124;
  3171   28.077             494             486             124;
  3172   28.085             490             486             124;
  3173   28.094             484             482             124;
  3174   28.103             477             478             124;
  3175   28.112             468             474             122;
  3176   28.121             459             468             120;
  3177   28.130             449             461             119;
  3178   28.139             437             453             117;
  3179   28.147             425             444             115;
  3180   28.156             411             434             112;
  3181   28.165             397             423             109;
  3182   28.174             382             411             106;
  3183   28.183             366             398             103;
  3184   28.192             349             384              99;
  3185   28.201             332             369              96;
  3186   28.209             313             354              92;
  3187   28.218             294             337              87;
  3188   28.227             275             320              83;
  3189   28.236             255             302              78;
  3190   28.245             234             283              74;
  3191   28.254             213             263              68;
  3192   28.263             191             243              63;
  3193   28.271             169             222              58;
  3194   28.280             147             201              53;
  3195   28.289             124             179              47;
  3196   28.298             101             157              42;
  3197   28.307              78             135              36;
  3198   28.316              55             112              30;
  3199   28.324              31              89              24;
  3200   28.333               8              66              19;
  3201   28.342             -16              43              12;
  3202   28.351             -39              20               7;
  3203   28.360             -63              -3               1;
  3204   28.369             -86             -26              -5;
  3205   28.378            -110             -49             -11;
  3206   28.386            -133             -72             -17;
  3207   28.395            -155             -95             -22;
  3208   28.404            -178            -117             -28;
  3209   28.413            -200            -139             -34;
  3210   28.422            -222            -161             -39;
  3211   28.431            -243            -183             -45;
  3212   28.440            -264            -203             -50;
  3213   28.448            -284            -224             -55;
  3214   28.457            -304            -244             -60;
  3215   28.466            -323            -263             -65;
  3216   28.475            -341            -282             -70;
  3217   28.484            -359            -300             -74;
  3218   28.493            -376            -317             -79;
  3219   28.502            -392            -333             -83;
  3220   28.510            -407            -349             -87;
  3221   28.519            -421            -364             -90;
  3222   28.528            -434            -378             -94;
  3223   28.537            -447            -391             -97;
  3224   28.546            -458            -403            -101;
  3225   28.555            -468            -414            -103;
  3226   28.564            -476            -424            -106;
  3227   28.572            -484            -433            -108;
  3228   28.581            -490            -441            -110;
  3229   28.590            -494            -447            -112;
  3230   28.599            -498            -452            -113;
  3231   28.608            -500            -456            -114;
  3232   28.617            -500            -458            -115;
  3233   28.626            -499            -460            -115;
  3234   28.634            -496            -460            -115;
  3235   28.643            -492            -458            -115;
  3236   28.652            -486            -455            -115;
  3237   28.661            -479            -451            -115;
  3238   28.670            -471            -446            -113;
  3239   28.679            -461            -440            -112;
  3240   28.688            -451            -432            -110;
  3241   28.696            -439            -424            -108;
  3242   28.705            -425            -414            -105;
  3243   28.714            -411            -404            -103;
  3244   28.723            -396            -392            -100;
  3245   28.732            -380            -380             -97;
  3246   28.741            -363            -367             -93;
  3247   28.749            -345            -352             -90;
  3248   28.758            -326            -337             -86;
  3249   28.767            -307            -321             -82;
  3250   28.776            -286            -304             -77;
  3251   28.785            -265            -286             -73;
  3252   28.794            -244            -268             -68;
  3253   28.803            -222            -248             -63;
  3254   28.811            -199            -228             -58;
  3255   28.820            -176            -207             -53;
  3256   28.829            -152            -186             -47;
  3257   28.838            -128            -164             -42;
  3258   28.847            -104            -141             -36;
  3259   28.856             -80            -118             -30;
  3260   28.865             -55             -94             -24;
  3261   28.873             -30             -70             -18;
  3262   28.882              -5             -46             -12;
  3263   28.891              20             -22              -6;
  3264   28.900              45               3               0;
  3265   28.909              69              27               7;
  3266   28.918              94              52              13;
  3267   28.927             119              76              19;
  3268   28.935             143             100              25;
  3269   28.944             167             124              31;
  3270   28.953             190             148              37;
  3271   28.962             214             172              43;
  3272   28.971             236             195              49;
  3273   28.980             258             218              55;
  3274   28.989             280             240              61;
  3275   28.997             301             262              66;
  3276   29.006             321             283              72;
  3277   29.015             341             303              77;
  3278   29.024             359             323              82;
  3279   29.033             377             342              87;
  3280   29.042             394             360              91;
  3281   29.051             410             378              96;
  3282   29.059             425             394             100;
  3283   29.068             438             410             104;
  3284   29.077             451             424             108;
  3285   29.086             462             438             111;
  3286   29.095             472             451             114;
  3287   29.104             480             462             117;
  3288   29.113             487             472             120;
  3289   29.121             493             481             122;
  3290   29.130             497             488             124;
  3291   29.139             499             494             126;
  3292   29.148             500             498             127;
  3293   29.157             499             501             127;
  3294   29.166             496             502             128;
  3295   29.174             492             502             128;
  3296   29.183             486             500             128;
  3297   29.192             479             496             128;
  3298   29.201             470             490             127;
  3299   29.210             459             484             125;
  3300   29.219             448             475             123;
  3301   29.228             435             465             120;
  3302   29.236             421             455             118;
  3303   29.245             405             442             114;
  3304   29.254             389             429             111;
  3305   29.263             371             414             107;
  3306   29.272             353             398             103;
  3307   29.281             333             381              99;
  3308   29.290             313             363              94;
  3309   29.298             292             344              89;
  3310   29.307             270             324              84;
  3311   29.316             247             303              79;
  3312   29.325             224             281              73;
  3313   29.334             200             258              67;
  3314   29.343             176             235              61;
  3315   29.352             151             211              55;
  3316   29.360             126             186              49;
  3317   29.369             100             161              43;
  3318   29.378              74             136              36;
  3319   29.387              48             110              30;
  3320   29.396              22              84              23;
  3321   29.405              -4              58              16;
  3322   29.414             -31              32              10;
  3323   29.422             -57               5               3;
  3324   29.431             -83             -21              -4;
  3325   29.440            -109             -47             -10;
  3326   29.449            -135             -73             -17;
  3327   29.458            -160             -99             -23;
  3328   29.467            -185            -124             -30;
  3329   29.476            -209            -149             -36;
  3330   29.484            -233            -174             -42;
  3331   29.493            -257            -198             -49;
  3332   29.502            -280            -221             -54;
  3333   29.511            -302            -244             -60;
  3334   29.520            -323            -266             -66;
  3335   29.529            -343            -288             -71;
  3336   29.538            -363            -308             -76;
  3337   29.546            -381            -328             -81;
  3338   29.555            -399            -346             -86;
  3339   29.564            -415            -364             -90;
  3340   29.573            -430            -380             -95;
  3341   29.582            -444            -395             -99;
  3342   29.591            -457            -410            -102;
  3343   29.599            -468            -422            -105;
  3344   29.608            -477            -434            -109;
  3345   29.617            -485            -444            -111;
  3346   29.626            -491            -453            -113;
  3347   29.635            -496            -460            -115;
  3348   29.644            -499            -465            -117;
  3349   29.653            -500            -469            -117;
  3350   29.661            -499            -471            -118;
  3351   29.670            -496            -471            -118;
  3352   29.679            -492            -471            -118;
  3353   29.688            -485            -467            -118;
  3354   29.697            -477            -462            -118;
  3355   29.706            -468            -456            -116;
  3356   29.715            -457            -449            -114;
  3357   29.723            -444            -440            -112;
  3358   29.732            -430            -429            -109;
  3359   29.741            -415            -418            -106;
  3360   29.750            -398            -406            -103;
  3361   29.759            -380            -392            -100;
  3362   29.768            -361            -377             -96;
  3363   29.777            -341            -361             -92;
  3364   29.785            -320            -344             -88;
  3365   29.794            -298            -326             -83;
  3366   29.803            -275            -306             -78;
  3367   29.812            -251            -286             -73;
  3368   29.821            -227            -264             -67;
  3369   29.830            -202            -241             -62;
  3370   29.839            -176            -217             -55;
  3371   29.847            -150            -193             -49;
  3372   29.856            -124            -168             -43;
  3373   29.865             -97            -142             -36;
  3374   29.874             -69            -115             -30;
  3375   29.883             -42             -88             -23;
  3376   29.892             -14             -61             -16;
  3377   29.901              13             -33              -9;
  3378   29.909              41              -5              -2;
  3379   29.918              68              23               5;
  3380   29.927              96              50              13;
  3381   29.936             123              78              20;
  3382   29.945             150             106              26;
  3383   29.954             176             133              33;
  3384   29.963             202             160              40;
  3385   29.971             227             186              47;
  3386   29.980             252             212              54;
  3387   29.989             276             238              60;
  3388   29.998             299             263              66;
  3389   30.007             322             287              73;
  3390   30.016             343             310              79;
  3391   30.024             364             333              85;
  3392   30.033             383             354              90;
  3393   30.042             401             375              95;
  3394   30.051             418             395             100;
  3395   30.060             434             414             105;
  3396   30.069             448             431             110;
  3397   30.078             461             448             114;
  3398   30.086             472             462             118;
  3399   30.095             481             476             121;
  3400   30.104             489             487             124;
  3401   30.113             494             497             126;
  3402   30.122             498             505             129;
  3403   30.131             500             511             130;
  3404   30.140             500             515             131;
  3405   30.148             497             517             132;
  3406   30.157             493             518             132;
  3407   30.166             486             516             132;
  3408   30.175             478             511             132;
  3409   30.184             468             505             131;
  3410   30.193             457             497             128;
  3411   30.202             443             487             126;
  3412   30.210             428             475             123;
  3413   30.219             412             462             119;
  3414   30.228             394             448             116;
  3415   30.237             375             431             111;
  3416   30.246             355             413             107;
  3417   30.255             334             394             102;
  3418   30.264             311             374              97;
  3419   30.272             288             352              91;
  3420   30.281             263             329              85;
  3421   30.290             238             305              79;
  3422   30.299             212             280              73;
  3423   30.308             185             253              66;
  3424   30.317             158             227              59;
  3425   30.326             130             199              52;
  3426   30.334             102             171              45;
  3427   30.343              74             142              38;
  3428   30.352              45             113              30;
  3429   30.361              16              84              23;
  3430   30.370             -13              54              15;
  3431   30.379             -42              25               8;
  3432   30.388             -71              -5               0;
  3433   30.396             -99             -35              -7;
  3434   30.405            -128             -64             -15;
  3435   30.414            -156             -93             -22;
  3436   30.423            -183            -122             -29;
  3437   30.432            -210            -150             -37;
  3438   30.441            -237            -178             -44;
  3439   30.449            -262            -205             -50;
  3440   30.458            -287            -232             -57;
  3441   30.467            -311            -257             -64;
  3442   30.476            -334            -282             -70;
  3443   30.485            -356            -306             -76;
  3444   30.494            -377            -328             -81;
  3445   30.503            -396            -350             -87;
  3446   30.511            -414            -370             -92;
  3447   30.520            -431            -388             -97;
  3448   30.529            -446            -406            -101;
  3449   30.538            -459            -422            -105;
  3450   30.547            -471            -436            -109;
  3451   30.556            -481            -448            -112;
  3452   30.565            -489            -459            -115;
  3453   30.573            -495            -468            -117;
  3454   30.582            -498            -475            -119;
  3455   30.591            -500            -480            -121;
  3456   30.600            -499            -483            -121;
  3457   30.609            -496            -484            -122;
  3458   30.618            -491            -484            -122;
  3459   30.627            -484            -480            -122;
  3460   30.635            -474            -475            -120;
  3461   30.644            -463            -468            -119;
  3462   30.653            -450            -459            -117;
  3463   30.662            -435            -449            -114;
  3464   30.671            -418            -437            -111;
  3465   30.680            -400            -424            -108;
  3466   30.689            -381            -409            -104;
  3467   30.697            -360            -393            -100;
  3468   30.706            -338            -375             -95;
  3469   30.715            -314            -355             -90;
  3470   30.724            -290            -334             -85;
  3471   30.733            -264            -311             -79;
  3472   30.742            -238            -287             -73;
  3473   30.751            -211            -262             -67;
  3474   30.759            -183            -235             -60;
  3475   30.768            -154            -208             -53;
  3476   30.777            -125            -179             -46;
  3477   30.786             -96            -150             -38;
  3478   30.795             -66            -120             -31;
  3479   30.804             -36             -89             -23;
  3480   30.813              -5             -58             -15;
  3481   30.821              25             -27              -7;
  3482   30.830              55               4               1;
  3483   30.839              85              36               9;
  3484   30.848             115              67              17;
  3485   30.857             145              98              25;
  3486   30.866             174             129              33;
  3487   30.874             202             160              40;
  3488   30.883             230             190              48;
  3489   30.892             257             219              55;
  3490   30.901             283             248              63;
  3491   30.910             309             276              70;
  3492   30.919             333             303              77;
  3493   30.928             356             329              83;
  3494   30.936             377             354              90;
  3495   30.945             398             378              96;
  3496   30.954             416             401             102;
  3497   30.963             433             423             108;
  3498   30.972             449             443             113;
  3499   30.981             463             461             117;
  3500   30.990             474             478             122;
  3501   30.998             484             492             125;
  3502   31.007             491             505             129;
  3503   31.016             497             515             131;
  3504   31.025             499             523             133;
  3505   31.034             500             528             135;
  3506   31.043             498             532             135;
  3507   31.052             493             532             136;
  3508   31.060             486             532             136;
  3509   31.069             477             526             136;
  3510   31.078             466             519             135;
  3511   31.087             453             510             132;
  3512   31.096             437             499             129;
  3513   31.105             420             485             125;
  3514   31.114             402             469             121;
  3515   31.122             381             452             117;
  3516   31.131             359             433             112;
  3517   31.140             336             411             107;
  3518   31.149             312             388             101;
  3519   31.158             286             364              95;
  3520   31.167             259             338              88;
  3521   31.176             231             311              81;
  3522   31.184             203             282              74;
  3523   31.193             173             253              66;
  3524   31.202             143             223              58;
  3525   31.211             113             191              50;
  3526   31.220              82             159              42;
  3527   31.229              50             127              34;
  3528   31.238              19              94              26;
  3529   31.246             -13              61              17;
  3530   31.255             -45              27               9;
  3531   31.264             -76              -6               0;
  3532   31.273            -107             -39              -8;
  3533   31.282            -138             -72             -17;
  3534   31.291            -169            -105             -25;
  3535   31.299            -199            -137             -33;
  3536   31.308            -228            -168             -41;
  3537   31.317            -256            -199             -49;
  3538   31.326            -283            -229             -57;
  3539   31.335            -310            -258             -64;
  3540   31.344            -335            -286             -71;
  3541   31.353            -359            -313             -78;
  3542   31.361            -381            -338             -84;
  3543   31.370            -402            -362             -90;
  3544   31.379            -421            -384             -96;
  3545   31.388            -438            -405            -101;
  3546   31.397            -454            -424            -106;
  3547   31.406            -467            -441            -110;
  3548   31.415            -479            -456            -114;
  3549   31.423            -488            -469            -117;
  3550   31.432            -494            -479            -120;
  3551   31.441            -499            -488            -122;
  3552   31.450            -500            -494            -124;
  3553   31.459            -499            -497            -125;
  3554   31.468            -495            -499            -125;
  3555   31.477            -488            -499            -126;
  3556   31.485            -479            -495            -126;
  3557   31.494            -468            -488            -124;
  3558   31.503            -454            -480            -122;
  3559   31.512            -439            -470            -120;
  3560   31.521            -421            -457            -117;
  3561   31.530            -402            -443            -113;
  3562   31.539            -380            -427            -109;
  3563   31.547            -357            -408            -104;
  3564   31.556            -333            -387             -99;
  3565   31.565            -307            -365             -93;
  3566   31.574            -280            -341             -87;
  3567   31.583            -252            -315             -80;
  3568   31.592            -223            -287             -73;
  3569   31.601            -193            -257             -66;
  3570   31.609            -162            -227             -58;
  3571   31.618            -130            -195             -50;
  3572   31.627             -98            -163             -42;
  3573   31.636             -65            -129             -33;
  3574   31.645             -33             -95             -25;
  3575   31.654               0             -60             -16;
  3576   31.663              33             -25              -7;
  3577   31.671              66              10               2;
  3578   31.680              99              45              11;
  3579   31.689             131              80              20;
  3580   31.698             163             115              29;
  3581   31.707             194             149              38;
  3582   31.716             225             183              46;
  3583   31.724             254             216              54;
  3584   31.733             283             248              63;
  3585   31.742             310             280              71;
  3586   31.751             336             311              79;
  3587   31.760             361             340              86;
  3588   31.769             384             368              94;
  3589   31.778             406             395             101;
  3590   31.786             425             420             107;
  3591   31.795             443             444             113;
  3592   31.804             459             465             118;
  3593   31.813             472             485             123;
  3594   31.822             483             502             128;
  3595   31.831             491             516             132;
  3596   31.840             497             528             134;
  3597   31.848             500             537             137;
  3598   31.857             500             543             139;
  3599   31.866             497             547             140;
  3600   31.875             491             547             140;
  3601   31.884             482             546             140;
  3602   31.893             471             539             140;
  3603   31.902             458             530             137;
  3604   31.910             442             519             134;
  3605   31.919             424             505             131;
  3606   31.928             404             488             126;
  3607   31.937             382             469             121;
  3608   31.946             358             448             116;
  3609   31.955             332             425             110;
  3610   31.964             305             399             103;
  3611   31.972             277             371              96;
  3612   31.981             248             342              89;
  3613   31.990             217             312              81;
  3614   31.999             185             279              73;
  3615   32.008             153             246              64;
  3616   32.017             120             212              55;
  3617   32.026              86             176              47;
  3618   32.034              52             140              37;
  3619   32.043              18             103              28;
  3620   32.052             -16              66              19;
  3621   32.061             -51              29               9;
  3622   32.070             -85              -8              -0;
  3623   32.079            -118             -45             -10;
  3624   32.088            -152             -82             -19;
  3625   32.096            -185            -118             -28;
  3626   32.105            -216            -154             -37;
  3627   32.114            -247            -189             -46;
  3628   32.123            -277            -223             -55;
  3629   32.132            -306            -256             -63;
  3630   32.141            -334            -287             -71;
  3631   32.149            -359            -318             -79;
  3632   32.158            -384            -346             -86;
  3633   32.167            -406            -373             -93;
  3634   32.176            -426            -398             -99;
  3635   32.185            -444            -420            -105;
  3636   32.194            -460            -441            -110;
  3637   32.203            -474            -459            -115;
  3638   32.211            -485            -475            -119;
  3639   32.220            -493            -489            -123;
  3640   32.229            -498            -500            -126;
  3641   32.238            -500            -508            -128;
  3642   32.247            -499            -514            -129;
  3643   32.256            -495            -516            -130;
  3644   32.265            -487            -517            -130;
  3645   32.273            -477            -513            -130;
  3646   32.282            -464            -507            -130;
  3647   32.291            -449            -497            -127;
  3648   32.300            -431            -485            -124;
  3649   32.309            -411            -470            -120;
  3650   32.318            -389            -453            -115;
  3651   32.327            -364            -433            -110;
  3652   32.335            -338            -411            -105;
  3653   32.344            -311            -386             -98;
  3654   32.353            -282            -359             -91;
