 Sample   Time     Commanded Pos   Encoder 1 Pos   Encoder 2 Pos 

[    0    0.000               0               0               0;
     1    0.009               0               0               0;
     2    0.018               0               0               0;
     3    0.027               0               0               0;
     4    0.035               0               0               0;
     5    0.044               0               0               0;
     6    0.053               0               0               0;
     7    0.062               0               0               0;
     8    0.071               0               0               0;
     9    0.080               0               0               0;
    10    0.089               0               0               0;
    11    0.097               0               0               0;
    12    0.106               0               0               0;
    13    0.115               0               0               0;
    14    0.124               0               0               0;
    15    0.133               0               0               0;
    16    0.142               0               0               0;
    17    0.151               0               0               0;
    18    0.159               0               0               0;
    19    0.168               0               0               0;
    20    0.177               0               0               0;
    21    0.186               0               0               0;
    22    0.195               0               0               0;
    23    0.204               0               0               0;
    24    0.213               0               0               0;
    25    0.221               0               0               0;
    26    0.230               0               0               0;
    27    0.239               0               0               0;
    28    0.248               0               0               0;
    29    0.257               0               0               0;
    30    0.266               0               0               0;
    31    0.274               0               0               0;
    32    0.283               0               0               0;
    33    0.292               0               0               0;
    34    0.301               0               0               0;
    35    0.310               0               0               0;
    36    0.319               0               0               0;
    37    0.328               0               0               0;
    38    0.336               0               0               0;
    39    0.345               0               0               0;
    40    0.354               0               0               0;
    41    0.363               0               0               0;
    42    0.372               0               0               0;
    43    0.381               0               0               0;
    44    0.390               0               0               0;
    45    0.398               0               0               0;
    46    0.407               0               0               0;
    47    0.416               0               0               0;
    48    0.425               0               0               0;
    49    0.434               0               0               0;
    50    0.443               0               0               0;
    51    0.452               0               0               0;
    52    0.460               0               0               0;
    53    0.469               0               0               0;
    54    0.478               0               0               0;
    55    0.487               0               0               0;
    56    0.496               0               0               0;
    57    0.505               0               0               0;
    58    0.514               0               0               0;
    59    0.522               0               0               0;
    60    0.531               0               0               0;
    61    0.540               0               0               0;
    62    0.549               0               0               0;
    63    0.558               0               0               0;
    64    0.567               0               0               0;
    65    0.576               0               0               0;
    66    0.584               0               0               0;
    67    0.593               0               0               0;
    68    0.602               0               0               0;
    69    0.611               0               0               0;
    70    0.620               0               0               0;
    71    0.629               0               0               0;
    72    0.638               0               0               0;
    73    0.646               0               0               0;
    74    0.655               0               0               0;
    75    0.664               0               0               0;
    76    0.673               0               0               0;
    77    0.682               0               0               0;
    78    0.691               0               0               0;
    79    0.699               0               0               0;
    80    0.708               0               0               0;
    81    0.717               0               0               0;
    82    0.726               0               0               0;
    83    0.735               0               0               0;
    84    0.744               0               0               0;
    85    0.753               0               0               0;
    86    0.761               0               0               0;
    87    0.770               0               0               0;
    88    0.779               0               0               0;
    89    0.788               0               0               0;
    90    0.797               0               0               0;
    91    0.806               0               0               0;
    92    0.815               0               0               0;
    93    0.823               0               0               0;
    94    0.832               0               0               0;
    95    0.841               0               0               0;
    96    0.850               0               0               0;
    97    0.859               0               0               0;
    98    0.868               0               0               0;
    99    0.877               0               0               0;
   100    0.885               0               0               0;
   101    0.894               0               0               0;
   102    0.903               0               0               0;
   103    0.912               0               0               0;
   104    0.921               0               0               0;
   105    0.930               0               0               0;
   106    0.939               0               0               0;
   107    0.947               0               0               0;
   108    0.956               0               0               0;
   109    0.965               0               0               0;
   110    0.974               0               0               0;
   111    0.983               0               0               0;
   112    0.992               0               0               0;
   113    1.001               0               0               0;
   114    1.009               0               0               0;
   115    1.018               0               0               0;
   116    1.027               0               0               0;
   117    1.036               0               0               0;
   118    1.045               0               0               0;
   119    1.054               0               0               0;
   120    1.063               0               0               0;
   121    1.071               0               0               0;
   122    1.080               0               0               0;
   123    1.089               0               0               0;
   124    1.098               0               0               0;
   125    1.107               0               0               0;
   126    1.116               0               0               0;
   127    1.124               0               0               0;
   128    1.133               0               0               0;
   129    1.142               0               0               0;
   130    1.151               0               0               0;
   131    1.160               0               0               0;
   132    1.169               0               0               0;
   133    1.178               0               0               0;
   134    1.186               0               0               0;
   135    1.195               0               0               0;
   136    1.204               0               0               0;
   137    1.213               0               0               0;
   138    1.222               0               0               0;
   139    1.231               0               0               0;
   140    1.240               0               0               0;
   141    1.248               0               0               0;
   142    1.257               0               0               0;
   143    1.266               0               0               0;
   144    1.275               0               0               0;
   145    1.284               0               0               0;
   146    1.293               0               0               0;
   147    1.302               0               0               0;
   148    1.310               0               0               0;
   149    1.319               0               0               0;
   150    1.328               0               0               0;
   151    1.337               0               0               0;
   152    1.346               0               0               0;
   153    1.355               0               0               0;
   154    1.364               1               0               0;
   155    1.372               1               0               0;
   156    1.381               1               0               0;
   157    1.390               1               0               0;
   158    1.399               1               0               0;
   159    1.408               1               0               0;
   160    1.417               1               0               0;
   161    1.426               1               0               0;
   162    1.434               1               0               0;
   163    1.443               1               0               0;
   164    1.452               1               0               0;
   165    1.461               1               0               0;
   166    1.470               1               0               0;
   167    1.479               1               0               0;
   168    1.488               1               0               0;
   169    1.496               1               0               0;
   170    1.505               1               0               0;
   171    1.514               1               0               0;
   172    1.523               1               0               0;
   173    1.532               1               0               0;
   174    1.541               1               0               0;
   175    1.549               1               0               0;
   176    1.558               1               0               0;
   177    1.567               1               0               0;
   178    1.576               1               0               0;
   179    1.585               1               0               0;
   180    1.594               1               0               0;
   181    1.603               1               0               0;
   182    1.611               1               0               0;
   183    1.620               1               0               0;
   184    1.629               1               0               0;
   185    1.638               1               0               0;
   186    1.647               1               0               0;
   187    1.656               1               0               0;
   188    1.665               1               0               0;
   189    1.673               1               0               0;
   190    1.682               1               0               0;
   191    1.691               1               0               0;
   192    1.700               1               0               0;
   193    1.709               1               0               0;
   194    1.718               1               0               0;
   195    1.727               1               0               0;
   196    1.735               1               0               0;
   197    1.744               1               0               0;
   198    1.753               1               0               0;
   199    1.762               1               0               0;
   200    1.771               1               0               0;
   201    1.780               1               0               0;
   202    1.789               1               0               0;
   203    1.797               1               0               0;
   204    1.806               1               0               0;
   205    1.815               1               0               0;
   206    1.824               1               0               0;
   207    1.833               1               0               0;
   208    1.842               1               0               0;
   209    1.851               1               0               0;
   210    1.859               1               0               0;
   211    1.868               1               0               0;
   212    1.877               1               0               0;
   213    1.886               1               0               0;
   214    1.895               1               0               0;
   215    1.904               2               0               0;
   216    1.913               2               0               0;
   217    1.921               2               0               0;
   218    1.930               2               0               0;
   219    1.939               2               0               0;
   220    1.948               2               0               0;
   221    1.957               2               0               0;
   222    1.966               2               0               0;
   223    1.974               2               0               0;
   224    1.983               2               0               0;
   225    1.992               2               0               0;
   226    2.001               2               0               0;
   227    2.010               2               0               0;
   228    2.019               2               0               0;
   229    2.028               2               0               0;
   230    2.036               2               0               0;
   231    2.045               2               0               0;
   232    2.054               2               0               0;
   233    2.063               2               0               0;
   234    2.072               2               0               0;
   235    2.081               2               0               0;
   236    2.090               2               0               0;
   237    2.098               2               0               0;
   238    2.107               2               0               0;
   239    2.116               2               0               0;
   240    2.125               2               0               0;
   241    2.134               2               0               0;
   242    2.143               2               0               0;
   243    2.152               2               0               0;
   244    2.160               2               0               0;
   245    2.169               2               0               0;
   246    2.178               2               0               0;
   247    2.187               2               0               0;
   248    2.196               2               0               0;
   249    2.205               2               0               0;
   250    2.214               2               0               0;
   251    2.222               3               0               0;
   252    2.231               3               0               0;
   253    2.240               3               0               0;
   254    2.249               3               0               0;
   255    2.258               3               0               0;
   256    2.267               3               0               0;
   257    2.276               3               0               0;
   258    2.284               3               0               0;
   259    2.293               3               0               0;
   260    2.302               3               0               0;
   261    2.311               3               0               0;
   262    2.320               3               0               0;
   263    2.329               3               0               0;
   264    2.338               3               0               0;
   265    2.346               3               0               0;
   266    2.355               3               0               0;
   267    2.364               3               0               0;
   268    2.373               3               0               0;
   269    2.382               3               0               0;
   270    2.391               3               0               0;
   271    2.399               3               0               0;
   272    2.408               3               0               0;
   273    2.417               3               0               0;
   274    2.426               3               0               0;
   275    2.435               3               0               0;
   276    2.444               3               0               0;
   277    2.453               4               0               0;
   278    2.461               4               0               0;
   279    2.470               4               0               0;
   280    2.479               4               0               0;
   281    2.488               4               0               0;
   282    2.497               4               0               0;
   283    2.506               4               0               0;
   284    2.515               4               0               0;
   285    2.523               4               0               0;
   286    2.532               4               0               0;
   287    2.541               4               0               0;
   288    2.550               4               0               0;
   289    2.559               4               0               0;
   290    2.568               4               0               0;
   291    2.577               4               0               0;
   292    2.585               4               0               0;
   293    2.594               4               0               0;
   294    2.603               4               0               0;
   295    2.612               4               0               0;
   296    2.621               4               0               0;
   297    2.630               4               1               0;
   298    2.639               4               1               0;
   299    2.647               5               1               0;
   300    2.656               5               1               0;
   301    2.665               5               1               0;
   302    2.674               5               1               0;
   303    2.683               5               1               0;
   304    2.692               5               1               0;
   305    2.701               5               1               0;
   306    2.709               5               1               0;
   307    2.718               5               1               0;
   308    2.727               5               1               0;
   309    2.736               5               1               0;
   310    2.745               5               1               0;
   311    2.754               5               1               0;
   312    2.763               5               2               0;
   313    2.771               5               2               0;
   314    2.780               5               2               0;
   315    2.789               5               2               0;
   316    2.798               5               2               0;
   317    2.807               6               2               0;
   318    2.816               6               2               0;
   319    2.824               6               2               0;
   320    2.833               6               2               0;
   321    2.842               6               2               0;
   322    2.851               6               2               0;
   323    2.860               6               2               0;
   324    2.869               6               2               0;
   325    2.878               6               2               0;
   326    2.886               6               2               0;
   327    2.895               6               2               0;
   328    2.904               6               3               0;
   329    2.913               6               3               0;
   330    2.922               6               3               0;
   331    2.931               6               3               0;
   332    2.940               7               3               0;
   333    2.948               7               3               0;
   334    2.957               7               3               0;
   335    2.966               7               3               0;
   336    2.975               7               3               0;
   337    2.984               7               3               0;
   338    2.993               7               3               0;
   339    3.002               7               3               0;
   340    3.010               7               3               0;
   341    3.019               7               3               0;
   342    3.028               7               3               0;
   343    3.037               7               3               0;
   344    3.046               7               3               0;
   345    3.055               7               3               0;
   346    3.064               8               3               0;
   347    3.072               8               3               0;
   348    3.081               8               3               0;
   349    3.090               8               3               0;
   350    3.099               8               3               0;
   351    3.108               8               3               0;
   352    3.117               8               3               0;
   353    3.126               8               3               0;
   354    3.134               8               3               0;
   355    3.143               8               3               0;
   356    3.152               8               3               0;
   357    3.161               8               4               0;
   358    3.170               8               4               0;
   359    3.179               9               4               0;
   360    3.188               9               4               0;
   361    3.196               9               4               0;
   362    3.205               9               4               0;
   363    3.214               9               4               0;
   364    3.223               9               4               0;
   365    3.232               9               4               0;
   366    3.241               9               4               0;
   367    3.249               9               4               0;
   368    3.258               9               4               0;
   369    3.267               9               4               0;
   370    3.276              10               5               0;
   371    3.285              10               5               0;
   372    3.294              10               5               0;
   373    3.303              10               5               0;
   374    3.311              10               5               1;
   375    3.320              10               5               1;
   376    3.329              10               5               1;
   377    3.338              10               5               1;
   378    3.347              10               5               1;
   379    3.356              10               5               1;
   380    3.365              10               5               1;
   381    3.373              11               5               1;
   382    3.382              11               5               1;
   383    3.391              11               5               1;
   384    3.400              11               5               1;
   385    3.409              11               5               1;
   386    3.418              11               5               1;
   387    3.427              11               5               1;
   388    3.435              11               5               1;
   389    3.444              11               5               1;
   390    3.453              11               5               1;
   391    3.462              12               5               1;
   392    3.471              12               6               1;
   393    3.480              12               6               1;
   394    3.489              12               6               1;
   395    3.497              12               6               1;
   396    3.506              12               6               1;
   397    3.515              12               6               1;
   398    3.524              12               6               1;
   399    3.533              12               6               1;
   400    3.542              13               6               1;
   401    3.551              13               7               1;
   402    3.559              13               7               1;
   403    3.568              13               7               1;
   404    3.577              13               7               1;
   405    3.586              13               7               1;
   406    3.595              13               7               1;
   407    3.604              13               7               1;
   408    3.613              13               7               1;
   409    3.621              14               7               1;
   410    3.630              14               7               1;
   411    3.639              14               7               1;
   412    3.648              14               7               1;
   413    3.657              14               7               1;
   414    3.666              14               7               1;
   415    3.674              14               7               1;
   416    3.683              14               7               1;
   417    3.692              15               7               1;
   418    3.701              15               7               1;
   419    3.710              15               7               1;
   420    3.719              15               7               1;
   421    3.728              15               8               1;
   422    3.736              15               8               1;
   423    3.745              15               8               1;
   424    3.754              15               8               1;
   425    3.763              16               8               1;
   426    3.772              16               8               1;
   427    3.781              16               9               1;
   428    3.790              16               9               1;
   429    3.798              16               9               1;
   430    3.807              16               9               1;
   431    3.816              16               9               1;
   432    3.825              17               9               1;
   433    3.834              17               9               1;
   434    3.843              17               9               1;
   435    3.852              17               9               1;
   436    3.860              17               9               1;
   437    3.869              17               9               2;
   438    3.878              17               9               2;
   439    3.887              18               9               2;
   440    3.896              18               9               2;
   441    3.905              18               9               2;
   442    3.914              18               9               2;
   443    3.922              18              10               2;
   444    3.931              18              10               2;
   445    3.940              18              10               2;
   446    3.949              19              10               2;
   447    3.958              19              10               2;
   448    3.967              19              10               2;
   449    3.976              19              10               2;
   450    3.984              19              11               2;
   451    3.993              19              11               2;
   452    4.002              20              11               2;
   453    4.011              20              11               2;
   454    4.020              20              11               2;
   455    4.029              20              11               2;
   456    4.038              20              11               2;
   457    4.046              20              11               2;
   458    4.055              20              11               2;
   459    4.064              21              11               2;
   460    4.073              21              11               2;
   461    4.082              21              11               2;
   462    4.091              21              11               2;
   463    4.099              21              11               2;
   464    4.108              21              11               2;
   465    4.117              22              12               2;
   466    4.126              22              12               2;
   467    4.135              22              12               2;
   468    4.144              22              12               2;
   469    4.153              22              12               2;
   470    4.161              23              12               2;
   471    4.170              23              12               2;
   472    4.179              23              12               2;
   473    4.188              23              13               2;
   474    4.197              23              13               2;
   475    4.206              23              13               2;
   476    4.215              24              13               2;
   477    4.223              24              13               2;
   478    4.232              24              13               2;
   479    4.241              24              13               3;
   480    4.250              24              13               3;
   481    4.259              25              13               3;
   482    4.268              25              13               3;
   483    4.277              25              13               3;
   484    4.285              25              13               3;
   485    4.294              25              14               3;
   486    4.303              25              14               3;
   487    4.312              26              14               3;
   488    4.321              26              14               3;
   489    4.330              26              14               3;
   490    4.339              26              14               3;
   491    4.347              26              14               3;
   492    4.356              27              14               3;
   493    4.365              27              14               3;
   494    4.374              27              15               3;
   495    4.383              27              15               3;
   496    4.392              27              15               3;
   497    4.401              28              15               3;
   498    4.409              28              15               3;
   499    4.418              28              15               3;
   500    4.427              28              15               3;
   501    4.436              29              15               3;
   502    4.445              29              15               3;
   503    4.454              29              15               3;
   504    4.463              29              15               3;
   505    4.471              29              15               3;
   506    4.480              30              15               3;
   507    4.489              30              16               3;
   508    4.498              30              16               3;
   509    4.507              30              16               3;
   510    4.516              30              16               3;
   511    4.524              31              16               3;
   512    4.533              31              16               3;
   513    4.542              31              16               3;
   514    4.551              31              16               3;
   515    4.560              32              16               3;
   516    4.569              32              16               4;
   517    4.578              32              16               4;
   518    4.586              32              16               4;
   519    4.595              33              16               4;
   520    4.604              33              16               4;
   521    4.613              33              17               4;
   522    4.622              33              17               4;
   523    4.631              33              17               4;
   524    4.640              34              17               4;
   525    4.648              34              17               4;
   526    4.657              34              17               4;
   527    4.666              34              17               4;
   528    4.675              35              17               4;
   529    4.684              35              17               4;
   530    4.693              35              17               4;
   531    4.702              35              17               4;
   532    4.710              36              17               4;
   533    4.719              36              17               4;
   534    4.728              36              18               4;
   535    4.737              36              18               4;
   536    4.746              37              18               4;
   537    4.755              37              18               4;
   538    4.764              37              18               4;
   539    4.772              38              18               4;
   540    4.781              38              18               4;
   541    4.790              38              18               4;
   542    4.799              38              18               4;
   543    4.808              39              18               4;
   544    4.817              39              18               4;
   545    4.826              39              18               4;
   546    4.834              39              18               4;
   547    4.843              40              18               4;
   548    4.852              40              18               4;
   549    4.861              40              18               4;
   550    4.870              41              18               4;
   551    4.879              41              18               4;
   552    4.888              41              18               4;
   553    4.896              41              19               4;
   554    4.905              42              19               4;
   555    4.914              42              19               4;
   556    4.923              42              19               4;
   557    4.932              43              19               4;
   558    4.941              43              19               4;
   559    4.949              43              19               4;
   560    4.958              43              19               4;
   561    4.967              44              19               4;
   562    4.976              44              19               4;
   563    4.985              44              19               4;
   564    4.994              45              19               4;
   565    5.003              45              19               4;
   566    5.011              45              19               4;
   567    5.020              45              19               4;
   568    5.029              46              19               4;
   569    5.038              46              19               4;
   570    5.047              46              19               4;
   571    5.056              47              20               5;
   572    5.065              47              20               5;
   573    5.073              47              20               5;
   574    5.082              48              20               5;
   575    5.091              48              20               5;
   576    5.100              48              21               5;
   577    5.109              49              21               5;
   578    5.118              49              21               5;
   579    5.127              49              21               5;
   580    5.135              50              22               5;
   581    5.144              50              22               5;
   582    5.153              50              22               5;
   583    5.162              51              22               5;
   584    5.171              51              22               5;
   585    5.180              51              23               5;
   586    5.189              52              23               5;
   587    5.197              52              23               5;
   588    5.206              52              23               5;
   589    5.215              53              23               5;
   590    5.224              53              24               5;
   591    5.233              53              24               5;
   592    5.242              54              24               5;
   593    5.251              54              24               5;
   594    5.259              54              25               5;
   595    5.268              55              25               5;
   596    5.277              55              25               5;
   597    5.286              55              25               5;
   598    5.295              56              26               5;
   599    5.304              56              26               5;
   600    5.313              57              26               5;
   601    5.321              57              26               5;
   602    5.330              57              27               6;
   603    5.339              58              27               6;
   604    5.348              58              27               6;
   605    5.357              58              27               6;
   606    5.366              59              28               6;
   607    5.374              59              28               6;
   608    5.383              60              28               6;
   609    5.392              60              28               6;
   610    5.401              60              29               6;
   611    5.410              61              29               6;
   612    5.419              61              29               7;
   613    5.428              61              29               7;
   614    5.436              62              30               7;
   615    5.445              62              30               7;
   616    5.454              63              30               7;
   617    5.463              63              30               7;
   618    5.472              63              31               7;
   619    5.481              64              31               7;
   620    5.490              64              31               7;
   621    5.498              65              31               7;
   622    5.507              65              32               7;
   623    5.516              66              32               7;
   624    5.525              66              32               7;
   625    5.534              66              33               7;
   626    5.543              67              33               8;
   627    5.552              67              33               8;
   628    5.560              68              33               8;
   629    5.569              68              34               8;
   630    5.578              68              34               8;
   631    5.587              69              34               8;
   632    5.596              69              35               8;
   633    5.605              70              35               8;
   634    5.614              70              35               8;
   635    5.622              71              36               8;
   636    5.631              71              36               8;
   637    5.640              71              36               8;
   638    5.649              72              36               9;
   639    5.658              72              37               9;
   640    5.667              73              37               9;
   641    5.676              73              37               9;
   642    5.684              74              38               9;
   643    5.693              74              38               9;
   644    5.702              75              38               9;
   645    5.711              75              39               9;
   646    5.720              76              39               9;
   647    5.729              76              39               9;
   648    5.738              76              40               9;
   649    5.746              77              40               9;
   650    5.755              77              40               9;
   651    5.764              78              41              10;
   652    5.773              78              41              10;
   653    5.782              79              41              10;
   654    5.791              79              42              10;
   655    5.799              80              42              10;
   656    5.808              80              42              10;
   657    5.817              81              43              10;
   658    5.826              81              43              10;
   659    5.835              82              44              10;
   660    5.844              82              44              10;
   661    5.853              83              44              10;
   662    5.861              83              45              10;
   663    5.870              84              45              11;
   664    5.879              84              45              11;
   665    5.888              85              46              11;
   666    5.897              85              46              11;
   667    5.906              86              47              11;
   668    5.915              86              47              11;
   669    5.923              87              47              11;
   670    5.932              87              48              11;
   671    5.941              88              48              11;
   672    5.950              88              48              12;
   673    5.959              89              49              12;
   674    5.968              89              49              12;
   675    5.977              90              50              12;
   676    5.985              91              50              12;
   677    5.994              91              51              12;
   678    6.003              92              51              12;
   679    6.012              92              51              12;
   680    6.021              93              52              13;
